VentaID,Fecha,TiendaID,EmpleadoID,ProductoID,Cantidad,PrecioUnitario,PrecioTotal
119,20240731,4,35,15,1,182000.0,182000.0
119,20240731,4,35,16,2,63000.0,126000.0
119,20240731,4,35,51,1,35000.0,35000.0
120,20240708,4,42,26,1,772000.0,772000.0
121,20241231,2,47,25,1,157000.0,157000.0
122,20240220,4,59,7,1,40000.0,40000.0
122,20240220,4,59,29,1,158000.0,158000.0
122,20240220,4,59,72,1,817000.0,817000.0
122,20240220,4,59,83,1,103000.0,103000.0
123,20240930,5,33,59,1,88000.0,88000.0
123,20240930,5,33,66,1,342000.0,342000.0
124,20240822,4,59,12,1,669000.0,669000.0
124,20240822,4,59,69,2,431000.0,862000.0
125,20240115,3,39,43,1,315000.0,315000.0
125,20240115,3,39,67,1,43000.0,43000.0
125,20240115,3,39,95,1,187000.0,187000.0
126,20241010,1,52,12,3,669000.0,2007000.0
127,20240527,5,33,42,2,88000.0,176000.0
128,20240925,3,9,19,2,249000.0,498000.0
128,20240925,3,9,59,1,88000.0,88000.0
128,20240925,3,9,91,5,491000.0,2455000.0
128,20240925,3,9,95,2,187000.0,374000.0
129,20240211,4,59,40,1,464000.0,464000.0
129,20240211,4,59,41,1,490000.0,490000.0
129,20240211,4,59,67,1,43000.0,43000.0
129,20240211,4,59,73,1,27000.0,27000.0
130,20240713,4,35,1,1,400000.0,400000.0
130,20240713,4,35,34,4,76000.0,304000.0
130,20240713,4,35,49,2,532000.0,1064000.0
130,20240713,4,35,73,1,27000.0,27000.0
130,20240713,4,35,88,1,152000.0,152000.0
131,20240914,1,36,8,1,210000.0,210000.0
131,20240914,1,36,11,1,395000.0,395000.0
131,20240914,1,36,51,1,35000.0,35000.0
131,20240914,1,36,93,5,284000.0,1420000.0
131,20240914,1,36,95,5,187000.0,935000.0
132,20241023,3,29,32,5,34000.0,170000.0
132,20241023,3,29,36,5,796000.0,3980000.0
132,20241023,3,29,55,2,563000.0,1126000.0
133,20240206,1,36,9,1,550000.0,550000.0
133,20240206,1,36,60,1,174000.0,174000.0
133,20240206,1,36,81,2,356000.0,712000.0
133,20240206,1,36,94,5,32000.0,160000.0
134,20240103,4,59,11,1,395000.0,395000.0
134,20240103,4,59,78,2,366000.0,732000.0
135,20240401,5,43,11,1,395000.0,395000.0
135,20240401,5,43,24,1,575000.0,575000.0
135,20240401,5,43,50,1,176000.0,176000.0
135,20240401,5,43,58,2,98000.0,196000.0
135,20240401,5,43,72,4,817000.0,3268000.0
136,20240130,5,43,55,2,563000.0,1126000.0
137,20241127,2,26,7,5,40000.0,200000.0
137,20241127,2,26,17,1,31000.0,31000.0
137,20241127,2,26,44,1,464000.0,464000.0
137,20241127,2,26,56,3,123000.0,369000.0
137,20241127,2,26,72,1,817000.0,817000.0
138,20240727,4,30,28,2,210000.0,420000.0
138,20240727,4,30,40,1,464000.0,464000.0
138,20240727,4,30,50,1,176000.0,176000.0
138,20240727,4,30,80,1,330000.0,330000.0
139,20241128,4,59,12,2,669000.0,1338000.0
139,20241128,4,59,15,3,182000.0,546000.0
139,20241128,4,59,22,1,33000.0,33000.0
140,20240728,3,9,5,1,498000.0,498000.0
140,20240728,3,9,9,1,550000.0,550000.0
140,20240728,3,9,37,2,502000.0,1004000.0
140,20240728,3,9,52,2,26000.0,52000.0
140,20240728,3,9,95,1,187000.0,187000.0
141,20240130,2,47,14,2,105000.0,210000.0
141,20240130,2,47,92,2,872000.0,1744000.0
142,20240127,5,43,20,2,694000.0,1388000.0
143,20240516,1,52,29,2,158000.0,316000.0
143,20240516,1,52,49,1,532000.0,532000.0
143,20240516,1,52,57,1,16000.0,16000.0
143,20240516,1,52,81,1,356000.0,356000.0
144,20241029,5,55,6,1,212000.0,212000.0
144,20241029,5,55,32,2,34000.0,68000.0
144,20241029,5,55,43,2,315000.0,630000.0
144,20241029,5,55,75,5,29000.0,145000.0
144,20241029,5,55,96,2,365000.0,730000.0
145,20240918,2,66,20,1,694000.0,694000.0
145,20240918,2,66,26,1,772000.0,772000.0
145,20240918,2,66,73,2,27000.0,54000.0
145,20240918,2,66,74,2,138000.0,276000.0
146,20240227,5,33,11,2,395000.0,790000.0
147,20240810,5,70,48,5,152000.0,760000.0
148,20241125,3,9,60,3,174000.0,522000.0
148,20241125,3,9,78,3,366000.0,1098000.0
149,20240720,2,11,7,2,40000.0,80000.0
149,20240720,2,11,12,3,669000.0,2007000.0
149,20240720,2,11,20,1,694000.0,694000.0
149,20240720,2,11,89,5,30000.0,150000.0
150,20241122,4,35,13,2,526000.0,1052000.0
150,20241122,4,35,33,1,285000.0,285000.0
150,20241122,4,35,73,1,27000.0,27000.0
150,20241122,4,35,85,2,109000.0,218000.0
151,20240626,3,29,57,5,16000.0,80000.0
151,20240626,3,29,96,1,365000.0,365000.0
152,20241125,2,26,54,1,202000.0,202000.0
152,20241125,2,26,76,1,177000.0,177000.0
153,20240814,2,66,94,2,32000.0,64000.0
154,20240729,2,47,20,2,694000.0,1388000.0
155,20241219,3,9,18,2,170000.0,340000.0
155,20241219,3,9,62,1,132000.0,132000.0
156,20240710,4,59,48,2,152000.0,304000.0
156,20240710,4,59,63,2,206000.0,412000.0
156,20240710,4,59,72,1,817000.0,817000.0
156,20240710,4,59,80,2,330000.0,660000.0
157,20240822,1,36,41,4,490000.0,1960000.0
157,20240822,1,36,57,1,16000.0,16000.0
157,20240822,1,36,63,1,206000.0,206000.0
157,20240822,1,36,77,2,307000.0,614000.0
157,20240822,1,36,90,1,202000.0,202000.0
158,20240501,1,7,71,2,93000.0,186000.0
159,20240728,2,47,73,1,27000.0,27000.0
159,20240728,2,47,74,1,138000.0,138000.0
160,20240629,5,33,1,1,400000.0,400000.0
160,20240629,5,33,20,1,694000.0,694000.0
160,20240629,5,33,42,1,88000.0,88000.0
160,20240629,5,33,53,4,328000.0,1312000.0
160,20240629,5,33,84,2,172000.0,344000.0
161,20240822,1,7,15,1,182000.0,182000.0
161,20240822,1,7,33,1,285000.0,285000.0
161,20240822,1,7,51,2,35000.0,70000.0
161,20240822,1,7,85,2,109000.0,218000.0
162,20240609,5,55,8,2,210000.0,420000.0
162,20240609,5,55,35,1,645000.0,645000.0
162,20240609,5,55,82,2,21000.0,42000.0
162,20240609,5,55,92,2,872000.0,1744000.0
163,20240726,1,7,38,2,133000.0,266000.0
163,20240726,1,7,53,1,328000.0,328000.0
163,20240726,1,7,60,3,174000.0,522000.0
163,20240726,1,7,71,1,93000.0,93000.0
163,20240726,1,7,95,1,187000.0,187000.0
164,20240126,4,30,11,2,395000.0,790000.0
164,20240126,4,30,13,1,526000.0,526000.0
164,20240126,4,30,72,2,817000.0,1634000.0
164,20240126,4,30,87,1,30000.0,30000.0
164,20240126,4,30,95,1,187000.0,187000.0
165,20241224,1,52,55,2,563000.0,1126000.0
166,20240813,3,9,27,1,39000.0,39000.0
166,20240813,3,9,85,2,109000.0,218000.0
167,20240426,5,43,4,1,473000.0,473000.0
167,20240426,5,43,13,1,526000.0,526000.0
167,20240426,5,43,43,2,315000.0,630000.0
167,20240426,5,43,58,1,98000.0,98000.0
167,20240426,5,43,78,1,366000.0,366000.0
168,20241212,5,33,10,2,293000.0,586000.0
168,20241212,5,33,41,2,490000.0,980000.0
169,20241118,1,7,95,2,187000.0,374000.0
170,20241112,3,39,16,1,63000.0,63000.0
170,20241112,3,39,32,2,34000.0,68000.0
170,20241112,3,39,67,5,43000.0,215000.0
170,20241112,3,39,85,2,109000.0,218000.0
170,20241112,3,39,89,2,30000.0,60000.0
171,20240419,2,11,14,2,105000.0,210000.0
171,20240419,2,11,20,1,694000.0,694000.0
172,20240717,5,33,47,5,40000.0,200000.0
172,20240717,5,33,89,1,30000.0,30000.0
172,20240717,5,33,94,1,32000.0,32000.0
173,20240708,5,43,17,2,31000.0,62000.0
173,20240708,5,43,66,2,342000.0,684000.0
174,20240217,5,43,23,2,449000.0,898000.0
174,20240217,5,43,48,2,152000.0,304000.0
174,20240217,5,43,72,5,817000.0,4085000.0
174,20240217,5,43,88,2,152000.0,304000.0
175,20240217,3,9,16,1,63000.0,63000.0
175,20240217,3,9,51,1,35000.0,35000.0
175,20240217,3,9,62,2,132000.0,264000.0
175,20240217,3,9,65,5,218000.0,1090000.0
176,20240622,1,36,11,2,395000.0,790000.0
176,20240622,1,36,40,2,464000.0,928000.0
176,20240622,1,36,53,1,328000.0,328000.0
176,20240622,1,36,83,4,103000.0,412000.0
177,20240501,5,55,25,1,157000.0,157000.0
177,20240501,5,55,36,4,796000.0,3184000.0
177,20240501,5,55,61,1,96000.0,96000.0
177,20240501,5,55,70,1,291000.0,291000.0
178,20241022,4,30,37,1,502000.0,502000.0
179,20240816,5,55,33,2,285000.0,570000.0
179,20240816,5,55,81,2,356000.0,712000.0
180,20240427,2,11,20,1,694000.0,694000.0
181,20240420,2,26,74,1,138000.0,138000.0
182,20241213,4,42,7,1,40000.0,40000.0
183,20240604,3,39,89,1,30000.0,30000.0
184,20240303,3,39,52,2,26000.0,52000.0
184,20240303,3,39,95,1,187000.0,187000.0
185,20240310,1,7,24,1,575000.0,575000.0
186,20240711,4,42,50,2,176000.0,352000.0
187,20240622,2,47,4,3,473000.0,1419000.0
188,20241001,4,35,4,1,473000.0,473000.0
188,20241001,4,35,26,2,772000.0,1544000.0
188,20241001,4,35,64,1,463000.0,463000.0
188,20241001,4,35,73,1,27000.0,27000.0
189,20240721,4,59,34,4,76000.0,304000.0
190,20240509,3,29,28,1,210000.0,210000.0
191,20240303,1,27,19,1,249000.0,249000.0
191,20240303,1,27,40,1,464000.0,464000.0
191,20240303,1,27,41,1,490000.0,490000.0
191,20240303,1,27,69,2,431000.0,862000.0
192,20241216,2,11,11,2,395000.0,790000.0
192,20241216,2,11,28,1,210000.0,210000.0
192,20241216,2,11,72,2,817000.0,1634000.0
192,20241216,2,11,73,1,27000.0,27000.0
192,20241216,2,11,86,2,119000.0,238000.0
193,20241103,2,26,36,2,796000.0,1592000.0
194,20241113,4,42,78,2,366000.0,732000.0
195,20240224,4,30,69,2,431000.0,862000.0
196,20241202,1,27,31,2,130000.0,260000.0
196,20241202,1,27,32,1,34000.0,34000.0
197,20240619,5,43,4,2,473000.0,946000.0
197,20240619,5,43,13,5,526000.0,2630000.0
197,20240619,5,43,89,3,30000.0,90000.0
198,20240914,3,56,26,1,772000.0,772000.0
198,20240914,3,56,90,2,202000.0,404000.0
198,20240914,3,56,98,2,759000.0,1518000.0
199,20241122,1,27,48,2,152000.0,304000.0
200,20240722,5,43,33,1,285000.0,285000.0
201,20240123,4,42,39,2,332000.0,664000.0
201,20240123,4,42,49,1,532000.0,532000.0
201,20240123,4,42,50,2,176000.0,352000.0
201,20240123,4,42,55,4,563000.0,2252000.0
201,20240123,4,42,72,2,817000.0,1634000.0
202,20240907,5,33,7,1,40000.0,40000.0
203,20240229,1,52,8,1,210000.0,210000.0
203,20240229,1,52,41,2,490000.0,980000.0
203,20240229,1,52,89,5,30000.0,150000.0
203,20240229,1,52,93,2,284000.0,568000.0
204,20240919,1,27,90,1,202000.0,202000.0
205,20240225,2,11,25,2,157000.0,314000.0
205,20240225,2,11,45,2,399000.0,798000.0
205,20240225,2,11,48,2,152000.0,304000.0
205,20240225,2,11,94,2,32000.0,64000.0
206,20240723,2,66,4,1,473000.0,473000.0
206,20240723,2,66,26,2,772000.0,1544000.0
206,20240723,2,66,44,4,464000.0,1856000.0
206,20240723,2,66,97,4,184000.0,736000.0
207,20241214,4,30,37,1,502000.0,502000.0
207,20241214,4,30,88,1,152000.0,152000.0
207,20241214,4,30,89,1,30000.0,30000.0
207,20241214,4,30,93,1,284000.0,284000.0
208,20240918,5,33,84,2,172000.0,344000.0
209,20240703,5,55,50,1,176000.0,176000.0
209,20240703,5,55,53,2,328000.0,656000.0
210,20240924,5,55,8,4,210000.0,840000.0
210,20240924,5,55,20,3,694000.0,2082000.0
210,20240924,5,55,25,1,157000.0,157000.0
210,20240924,5,55,39,1,332000.0,332000.0
210,20240924,5,55,42,1,88000.0,88000.0
211,20240607,2,26,4,5,473000.0,2365000.0
211,20240607,2,26,29,1,158000.0,158000.0
211,20240607,2,26,37,4,502000.0,2008000.0
211,20240607,2,26,56,1,123000.0,123000.0
212,20241122,3,9,27,1,39000.0,39000.0
213,20241116,5,43,4,1,473000.0,473000.0
213,20241116,5,43,25,1,157000.0,157000.0
213,20241116,5,43,33,2,285000.0,570000.0
213,20241116,5,43,43,1,315000.0,315000.0
213,20241116,5,43,89,5,30000.0,150000.0
214,20240207,5,43,6,2,212000.0,424000.0
215,20240828,4,59,16,1,63000.0,63000.0
215,20240828,4,59,20,1,694000.0,694000.0
215,20240828,4,59,47,1,40000.0,40000.0
215,20240828,4,59,61,1,96000.0,96000.0
215,20240828,4,59,62,2,132000.0,264000.0
216,20240103,3,39,5,1,498000.0,498000.0
216,20240103,3,39,59,1,88000.0,88000.0
216,20240103,3,39,85,1,109000.0,109000.0
216,20240103,3,39,87,1,30000.0,30000.0
217,20240926,3,56,70,1,291000.0,291000.0
218,20240106,5,55,62,4,132000.0,528000.0
218,20240106,5,55,75,1,29000.0,29000.0
219,20241031,3,9,38,2,133000.0,266000.0
219,20241031,3,9,55,2,563000.0,1126000.0
219,20241031,3,9,58,1,98000.0,98000.0
219,20241031,3,9,98,4,759000.0,3036000.0
219,20241031,3,9,100,1,383000.0,383000.0
220,20240826,5,55,17,2,31000.0,62000.0
221,20240627,1,7,13,2,526000.0,1052000.0
221,20240627,1,7,21,5,43000.0,215000.0
221,20240627,1,7,42,1,88000.0,88000.0
221,20240627,1,7,95,1,187000.0,187000.0
222,20240716,2,26,48,1,152000.0,152000.0
223,20240425,5,33,8,1,210000.0,210000.0
223,20240425,5,33,33,1,285000.0,285000.0
